"omim"	"disease_label"	"gene_label"	"enh_label"	"chr_label"	"enh_start"	"enh_end"	"enh_source_name"	"dist_TSSgene_enhMiddle"	"prot_label"	"bp"	"bp_label"	"prot_interact_label"	"posit_tf2gene"	"neg_tf2gene"
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059473"	"chr-5"	14263843	14271363	"dbSUPER"	124261	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059503"	"chr-5"	14328681	14377370	"dbSUPER"	209683	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000140917"	"chr-5"	14444246	14445917	"EnhancerDB"	301739	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122433"	"chr-5"	14035846	14036425	"EnhancerDB"	107207	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122459"	"chr-5"	14108652	14108824	"EnhancerDB"	34604	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122483"	"chr-5"	14142694	14143055	"EnhancerDB"	468	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122489"	"chr-5"	14154175	14154562	"EnhancerDB"	11026	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122497"	"chr-5"	14174363	14174787	"EnhancerDB"	31233	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122500"	"chr-5"	14178546	14179024	"EnhancerDB"	35443	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122508"	"chr-5"	14185582	14186082	"EnhancerDB"	42490	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122509"	"chr-5"	14186096	14186518	"EnhancerDB"	42965	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000122562"	"chr-5"	14250937	14251147	"EnhancerDB"	107700	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0050790"	"regulation of catalytic activity"	"ZN785_HUMAN"		
"604317"	"MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS"	"WDR62"	"crm/CRMHS00000103765"	"chr-19"	35702349	35702660	"EnhancerDB"	352377	"WDR62_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007099"	"centriole replication"	"ZBBX_HUMAN"		
"604317"	"MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS"	"WDR62"	"crm/CRMHS00000103765"	"chr-19"	35702349	35702660	"FANTOM5"	352377	"WDR62_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007099"	"centriole replication"	"ZBBX_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000140917"	"chr-5"	14444246	14445917	"VISTA"	301739	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000140917"	"chr-5"	14444246	14445917	"VISTA"	301739	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000058754"	"chr-5"	12621143	12628122	"dbSUPER"	1518710	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059302"	"chr-5"	13976871	14015560	"dbSUPER"	147127	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059303"	"chr-5"	13985435	14012844	"dbSUPER"	144203	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059305"	"chr-5"	14028603	14055822	"dbSUPER"	101130	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059306"	"chr-5"	14032088	14066220	"dbSUPER"	94188	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059307"	"chr-5"	14032238	14065908	"dbSUPER"	94269	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059309"	"chr-5"	14033636	14056323	"dbSUPER"	98363	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059310"	"chr-5"	14034232	14040326	"dbSUPER"	106063	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059311"	"chr-5"	14034355	14066662	"dbSUPER"	92834	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059312"	"chr-5"	14034535	14040521	"dbSUPER"	105814	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059313"	"chr-5"	14034539	14040120	"dbSUPER"	106013	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059314"	"chr-5"	14034545	14066348	"dbSUPER"	92896	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059315"	"chr-5"	14075648	14119654	"dbSUPER"	45691	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059337"	"chr-5"	14092942	14120732	"dbSUPER"	36505	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059346"	"chr-5"	14102576	14111995	"dbSUPER"	36057	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059347"	"chr-5"	14104770	14112049	"dbSUPER"	34933	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059381"	"chr-5"	14137620	14272283	"dbSUPER"	61609	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059384"	"chr-5"	14140225	14293773	"dbSUPER"	73657	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059385"	"chr-5"	14140240	14271771	"dbSUPER"	62663	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059386"	"chr-5"	14140355	14213243	"dbSUPER"	33457	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059387"	"chr-5"	14141740	14176227	"dbSUPER"	15641	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059388"	"chr-5"	14141841	14174857	"dbSUPER"	15007	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059389"	"chr-5"	14141919	14208887	"dbSUPER"	32061	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059390"	"chr-5"	14141991	14209467	"dbSUPER"	32387	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059391"	"chr-5"	14142038	14209507	"dbSUPER"	32430	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059392"	"chr-5"	14142102	14174984	"dbSUPER"	15201	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059393"	"chr-5"	14142129	14228628	"dbSUPER"	42036	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059394"	"chr-5"	14142146	14223813	"dbSUPER"	39637	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059395"	"chr-5"	14142245	14209087	"dbSUPER"	32324	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059396"	"chr-5"	14142287	14188124	"dbSUPER"	21863	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059397"	"chr-5"	14143702	14210546	"dbSUPER"	33782	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059398"	"chr-5"	14143714	14315239	"dbSUPER"	86134	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059399"	"chr-5"	14143766	14209832	"dbSUPER"	33457	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059400"	"chr-5"	14143767	14219903	"dbSUPER"	38493	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059401"	"chr-5"	14143784	14175066	"dbSUPER"	16083	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059403"	"chr-5"	14144843	14211486	"dbSUPER"	34822	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059422"	"chr-5"	14178944	14229417	"dbSUPER"	60838	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059426"	"chr-5"	14181764	14213312	"dbSUPER"	54196	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059445"	"chr-5"	14226818	14271695	"dbSUPER"	105914	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059449"	"chr-5"	14236279	14270319	"dbSUPER"	109957	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059458"	"chr-5"	14249437	14271047	"dbSUPER"	116900	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059473"	"chr-5"	14263843	14271363	"dbSUPER"	124261	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"617061"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY"	"TRIO"	"crm/CRMHS00000059503"	"chr-5"	14328681	14377370	"dbSUPER"	209683	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000058754"	"chr-5"	12621143	12628122	"dbSUPER"	1518710	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059302"	"chr-5"	13976871	14015560	"dbSUPER"	147127	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059303"	"chr-5"	13985435	14012844	"dbSUPER"	144203	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059305"	"chr-5"	14028603	14055822	"dbSUPER"	101130	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059306"	"chr-5"	14032088	14066220	"dbSUPER"	94188	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059307"	"chr-5"	14032238	14065908	"dbSUPER"	94269	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059309"	"chr-5"	14033636	14056323	"dbSUPER"	98363	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059310"	"chr-5"	14034232	14040326	"dbSUPER"	106063	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059311"	"chr-5"	14034355	14066662	"dbSUPER"	92834	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059312"	"chr-5"	14034535	14040521	"dbSUPER"	105814	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059313"	"chr-5"	14034539	14040120	"dbSUPER"	106013	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059314"	"chr-5"	14034545	14066348	"dbSUPER"	92896	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
"618825"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY"	"TRIO"	"crm/CRMHS00000059315"	"chr-5"	14075648	14119654	"dbSUPER"	45691	"TRIO_HUMAN"	"http://purl.obolibrary.org/obo/GO_0007185"	"transmembrane receptor protein tyrosine phosphatase signaling pathway"	"ZN785_HUMAN"		
